-7309;8016;1817;4104;7246;8834;7257;-8630;9498;-7541;-9035;681;-336;-932;7341;-7496;-124;7666;-4525;4922
9729;6848;1336;-3180;8969;8530;4194;-9055;-5545;5073;-3335;5411;8227;8582;2299;-8704;-7834;2462;8839;7549
8520;-3519;-2463;7836;3219;-4636;810;1897;-9267;-8623;7687;-1535;-6862;687;-371;8492;6066;-7291;7624;-6533
4807;-9715;8768;2215;6071;-8533;7069;-3;8479;-5856;2080;1102;6966;2015;-4763;7265;-7892;3433;-3389;8664
1952;-3499;6553;978;-769;-7648;-1600;4748;-6982;1364;-5628;-6981;9479;950;6028;1679;7800;-8746;7173;1652
-9036;7637;-9693;-9053;6426;6851;8149;-6063;-3660;4089;-6203;9452;-3683;-2282;9935;2988;-9524;-1376;2747;3678
3109;-7405;-8261;948;-5583;-3700;104;-726;-233;-4692;4031;-1229;-7644;-6704;-9451;7015;9138;-1300;-6003;9959
-878;-2833;425;1105;5538;-1601;-2540;-5684;8462;-9676;9165;-7055;-4482;-6967;-2961;-256;2879;-1830;4;-1345
5648;-4808;-6470;-9386;-431;-4649;4784;4314;4265;8204;5375;5126;5864;6545;-4744;-3263;2260;6127;-5651;7232
69;9602;-1718;-5543;-5298;2861;4323;1825;6496;9225;6254;-5333;6691;2277;6041;-8364;-2164;4662;3539;-4975
7097;7162;-1636;-1935;-6122;1510;-64;-824;-5678;4810;-4009;8624;-1285;-1002;-8066;7423;-2308;-8376;358;156
1277;2279;-7363;-4966;-6462;-7667;-9255;5684;-5707;-6562;-14;7069;-4708;-5308;-4775;-6830;3443;5520;7297;-4675
9635;-9612;183;-6327;6221;786;-9912;-1249;5051;4078;7824;-2516;-4966;-9286;2605;-8864;-1719;7568;9368;7868
4179;6415;6103;-1906;1424;-5214;-401;-2306;6182;5328;-8638;7675;8255;-2074;-6230;7013;7177;5124;-8351;2515
8410;-7702;-8041;3992;-4903;-164;3112;-6753;4802;-3005;9368;-7214;-7337;-5546;8581;-9231;-5459;-4570;-4805;81
7717;3145;6652;-8127;-19;8122;-3213;-6542;9939;2530;-6530;-8869;-4211;6967;1969;-9774;7130;-5223;7920;-9716
-3295;-7188;4716;-2102;-6430;2968;5056;-9113;518;7915;7083;-8498;-5123;2285;7631;-6514;-8207;-1791;2866;-8770
5139;-2433;-9024;1509;-7746;-5043;5610;-3893;5102;9333;6723;-7892;-5936;-6244;-4316;-9851;-6173;3925;6290;2182
-7982;9553;6066;6061;-8570;-4478;-1863;-5028;-7462;2279;846;-9481;-3729;8688;-7364;-43;-6004;-5338;-2331;-4104
-1161;-5515;-9597;9211;682;1301;-7822;6643;2836;-2649;7077;-9187;3884;-1082;5463;-5209;1998;-2966;-1069;-8019
6356;4906;3959;6479;1118;-7907;-6202;-6884;4529;-2914;1672;2959;-4605;-8234;-7499;-8924;3880;9674;-9105;3034
1226;-9560;5758;-9449;-2496;-754;1500;-5070;-5773;-1378;4083;6998;-7348;-6431;-1573;-5870;4548;-3086;-6439;-5154
9209;-5404;9016;3447;-7737;7674;3315;5601;2762;-8955;9978;-4257;-6935;-6614;286;-4640;7802;-555;-5660;5503
1729;6894;-8634;-8134;-7639;-4457;6166;-5940;5524;7852;2823;-6294;3203;7076;5521;3083;7116;3063;-2953;1134
-6507;8641;6740;6813;6100;-619;2966;8921;-5598;482;-7169;2537;-1876;4872;9735;1064;4751;2153;-9428;9221
3186;-3799;8405;4544;750;2679;-6652;-1345;1963;8231;-9025;-9231;-6937;3393;175;4134;4947;-1211;-2955;3751
218;6596;-9052;-5503;4297;-5254;-8218;-6256;7089;5711;2540;-3871;8418;3577;1154;9908;9841;-842;-6213;5980
-2294;3897;-1619;-7058;-9878;-1576;4221;1365;2568;1417;6091;4995;-3094;5028;1004;-8065;1213;-5538;246;-8777
9228;-5394;-2365;7116;-5346;7719;-642;8483;1238;-4173;2552;-9459;623;5649;4674;-6152;-7984;-5186;-4292;4390
1948;3647;3067;1636;-4431;852;-9384;-1593;-3287;-3794;5719;-3969;4729;-5126;118;9114;-6323;-2280;-2651;8232
1539;8606;-3517;1041;-7024;-1087;5627;2132;-6656;-53;-9849;11;-5726;-2487;-4689;7630;9963;1610;-1336;4532
-3653;7478;2816;-6593;1248;4530;2165;-5183;6526;-240;347;-7053;7777;1556;5828;-5661;797;460;8034;2971
-1513;5976;6747;3894;1175;5920;9314;-3793;-5771;-121;-1154;-4269;-8744;-3548;2431;6731;-6656;-7145;7519;-116
-5796;3198;-5218;-2432;-7445;4530;-3855;-4732;4532;-3680;-2703;-9773;7214;9741;-1925;2043;-5836;4671;6335;-9566
4493;8223;9461;2109;-4856;5014;-5352;-7773;-3811;-6895;-5653;-9401;-1380;-5712;-8190;3117;9815;6118;-1955;4974
4626;-1885;-2574;-8880;7622;7144;6563;-7607;-2619;4331;-5591;-6059;3730;-4680;-7254;2238;8530;5902;-1779;9265
-9702;-5665;-709;7836;-1708;7070;7996;6889;2784;-4970;8068;6617;-232;2106;-4799;-7828;-9560;7312;7597;7336
2793;6803;-4669;-6557;9696;3921;-5913;-2111;-3239;-9116;-9505;-9441;8019;6696;-1919;3171;4314;-6208;91;-3233
8662;2583;-7477;3885;7535;-5074;6741;-2926;-2990;-3468;168;-148;-1932;1363;-8631;1063;1737;3571;-1415;-3699
6258;-386;5221;7606;1094;3193;-6976;-3417;9124;3063;-9830;-3128;-3221;2997;9443;-4495;3369;2240;4718;-5398
-7255;1601;7788;-5942;-7903;-2270;-7946;8264;3308;4;-2377;5306;6588;989;9590;1250;-3511;4545;-4163;6916
460;-4566;-1707;6418;7509;9575;3208;-8972;8263;6991;-6193;7978;-5069;-7085;-5151;-4790;4977;1048;2142;-4836
-251;-9950;1480;4301;2140;6015;5530;-1502;-5552;-927;-7683;4706;-3283;4648;9594;6793;4227;8878;-7908;3074
3735;1558;-2859;-7171;6760;9999;9051;9634;-9377;3114;-9784;-9827;69;-6518;-3780;-2693;8599;3520;-7447;5333
-2121;1058;1651;-8376;-3150;-2730;5728;6500;-7577;-4585;-5295;-8874;-1692;8724;-532;8700;5859;-783;5390;1796
-1403;-4963;-9065;3693;4590;-5749;-8938;3250;5224;-2257;-9502;-9820;8866;3304;2313;-2155;2593;3703;-7807;-9494
-3179;-495;7144;9966;-9392;291;-8574;-7890;-1988;-2437;-9357;-9653;6566;-8427;-1546;3914;-6150;-5366;1560;-862
-7463;-2852;2756;3269;-5054;-4488;6692;8853;-8941;9118;-4632;3864;5745;9576;3908;-3881;6408;-2824;-5060;8725
1201;-1517;1690;7293;7439;-7442;444;765;9843;4824;-5919;4358;-4703;2669;-5715;2811;859;8184;7488;7142
2490;273;-3894;-8296;-2910;5121;5167;3190;3926;-9866;-4349;-8378;-2142;-6938;-2873;-6492;-5952;8474;-4735;5931
8763;8514;-9797;-9223;4286;-5317;7770;4699;-6598;-969;-468;5191;5884;1219;-2360;-2215;-2267;-8863;-8210;-189
3674;9921;-2682;-4290;2883;632;-739;8014;-2775;-8380;-9616;9404;-7287;8;-3706;-6630;4310;-8260;795;3188
148;-1624;-474;1845;3810;-3931;-1611;-7541;-5421;-9256;9000;9420;3215;-5516;-5660;2678;8695;-5714;-8959;4074
-2320;1546;-5624;-9835;-7996;-3496;2947;2473;-4985;-6019;-1005;1332;-1126;4663;5705;-3529;-9838;7023;9140;-6155
-5287;5770;-3018;-2974;3054;6121;5724;7563;-3401;-2472;-4902;-1163;9154;-7994;668;1460;-5913;-1476;-8856;-8805
9788;1786;-8945;-2087;-5725;5460;-9295;-9916;973;5639;7320;-1149;-7065;-2338;9925;-8786;3700;-5478;-6805;-317
-7869;8404;8480;-2618;32;7668;8236;7269;1198;1253;8012;-753;2479;-7622;744;7191;-7043;5708;2078;-5622
-7707;4029;5911;579;-8792;-2580;-6891;-3961;3519;8193;210;3485;2586;1932;-692;7498;-5980;-4252;8015;3486
6732;-7590;6201;1645;4183;-3088;-6206;-1375;2181;4814;-3760;3798;-1505;-4524;-9409;-6431;-7804;-942;-6007;8972
-2254;-8897;927;-2916;1600;9663;-9794;-7740;71;5780;-4453;5400;-6264;203;-4728;6237;-816;4706;-2934;1579
1962;3611;-871;-5029;4444;6214;4109;-5927;1318;2408;6258;6775;-3225;4381;1358;1171;-6186;1140;7184;2686
-768;-2039;-1509;-1961;-305;2609;-4847;-7840;8852;-3622;-5147;9549;4547;-3540;719;8309;5908;-4559;-4366;-2001
2831;281;-2273;-9049;-3722;-3126;-1737;2239;5865;-407;-6022;-4252;4107;7007;-7357;-1935;618;-5379;-7462;2766
-6188;-7399;7626;-26;-1789;-4235;6183;-2840;5093;7726;9459;-7017;6438;3612;-4655;-417;9007;-9087;8404;-8082
6493;7947;7367;6572;-6156;4083;-4601;-8860;7989;-9253;8848;-1311;8601;-4121;6754;399;-54;-6780;2142;-5733
1819;2228;-6639;1589;-4978;2550;9958;5316;-9911;-7144;-4022;8443;9052;5721;3519;-6576;-2269;-5474;-4318;2517
-4726;-4814;-4900;8073;-9607;6303;-1612;7635;-6916;9639;7355;-9034;-5663;7791;7832;8522;8873;6121;6203;-3743
9188;-3836;-6485;-5211;-131;8822;-1934;714;-8796;7619;-9774;885;-2358;9771;9958;3128;7871;8868;-9814;5347
8318;6089;6325;1106;-1178;-4496;-2143;2969;-408;6460;-7051;-2368;4032;6552;7683;9707;-4529;1789;2371;348
-2206;1799;-1134;-4865;-212;9758;8809;9675;5173;-5829;-6618;9031;-3943;-9875;-3047;9689;-6783;2962;3341;2396
-3839;1393;-7547;-4411;9931;-2305;-2860;-8567;-4065;-3595;7522;-9021;-4231;610;5119;-7598;355;-4597;9188;8373
-1624;-4608;665;-9139;-8418;-1768;3855;-2101;-422;8867;3036;-3719;-8473;3133;4264;-5064;4635;-6204;-1033;2698
1630;3867;6034;5279;2604;3660;1215;-1079;4414;-6575;1502;-6130;2712;5042;-5170;-1624;6293;9219;-1250;2979
2737;7575;-5258;3109;-6595;8045;9689;7873;-3920;5939;3946;7706;-3717;4996;-3290;-3779;-4886;-9589;6972;2743
9331;-3420;-889;3676;1668;-6357;4296;735;-6722;-1542;1187;2058;-6444;5560;1955;4934;2934;-2741;-7862;5008
3621;-9647;-7183;-666;-5030;-9209;8081;-472;5535;-9743;-6430;1131;-4814;-399;7097;6353;-2868;5230;-539;-8752
5653;3669;-9229;-7374;-2582;-9884;-4313;-2984;-275;-6954;9172;670;-3852;-9552;-5073;5843;-9225;-3466;-5195;-8935
-3348;9712;5941;-7667;-9451;8153;6896;-4541;-743;8119;8794;518;6003;3143;-1383;-8588;6071;2003;5345;9907
-5507;-2025;-7361;8814;-2139;-5276;-3923;-7589;7916;-5006;-3272;-5563;8985;3378;-9265;-8565;-2397;-5043;3835;-8340
-6493;-7209;-2279;3207;-2199;1027;8596;9264;4192;8870;-7037;9218;1962;-7773;-2019;7813;-7978;4736;1204;4946
7622;4429;9889;-4429;-3447;-7395;9450;5524;2190;-6497;9788;-4642;6515;5597;-5040;2849;4633;-5175;-5666;5676
2783;9065;751;163;-2870;-8889;-1694;6126;-5596;2771;-3319;7201;-786;4869;1873;-4150;-1382;-3040;-193;4271
-6965;2337;-2322;6169;5297;297;273;-1510;3478;-1227;-1523;-318;-1567;-2381;6175;-9876;-1229;-820;4590;-9829
7176;1778;142;3635;3462;-310;8181;-5994;-7232;-4078;-801;6844;-1822;-5224;-1399;3447;4829;1999;9572;9819
-3321;-7833;3324;8533;2061;-8822;4200;9922;-1376;1289;-1330;2968;-2116;5077;2412;-7939;-7335;-665;-5572;-4689
-52;6686;5484;4103;-9287;6994;-5002;-9103;6969;3699;-4279;-1926;8396;-7669;-7011;-3780;-444;9567;2963;-9
-4182;-8354;9730;7254;3274;5074;5280;-8751;-1855;676;-1109;-8505;-5539;-2233;8009;6630;3308;7014;-7439;1946
9;1901;9858;5107;-7326;-9386;-8858;1819;-7802;-7738;-8639;-1103;9014;-5428;5972;-8039;-8103;7610;-9138;-9
-6640;-9352;-7212;8072;-125;-2347;-1907;-4052;-4598;-627;-8457;-5724;-2595;3972;3681;3706;-2321;-3336;1227;3250
2179;-4719;-5806;-2999;7926;751;-9566;8873;-8267;5448;4715;6481;923;-9321;9011;-3264;2580;8823;5011;6430
-2419;-1586;-9430;7879;3079;-1507;1682;-4181;-2880;-464;-8626;7860;-5011;8032;7342;7096;-8189;-2574;5061;2650
-4738;-1866;-63;9415;5781;-1318;8947;3737;-5227;7641;643;4414;9118;1564;3771;5114;6809;-7817;5580;-8461
1005;1014;-7689;7800;347;8041;1612;-2440;-7185;9309;-3506;9964;2632;-3502;9553;-4192;-949;-9584;-5733;-6970
-3443;95;-4182;887;7878;6706;-9612;2449;-8605;-6119;8787;-7528;-3305;634;-75;-985;9879;-8106;-276;-8654
-8277;-8665;1533;2763;-2507;302;-3180;-7988;-7819;-5786;-8387;4926;-601;-9787;7419;-9128;9607;-1034;-270;5713
9372;5078;-966;5546;-6814;-3713;2747;7192;5248;5819;934;5113;5371;-5201;-7077;1837;-5726;-8032;-6952;-5391
-5116;8867;8343;1518;-1490;-6359;445;250;-7398;-9994;-7309;-3281;9370;-5482;-683;5034;-2300;8683;-7652;-5582
-6223;6103;6213;4011;7133;7717;5279;-5712;6359;1427;-4431;-9905;-9955;1361;8939;-4743;4746;-3884;3184;-2511
-662;-4000;-5750;9254;2754;2995;9035;3198;-6181;5469;4029;8093;-3808;-4113;-1571;-7936;4941;6481;4220;2381
-8522;6624;8273;7972;-2441;2705;3992;-6314;-6674;-7132;-7239;-2904;-1895;5149;1671;1080;-6442;9096;-8542;-3922
8385;2624;6773;-358;9161;-1108;5294;-4234;-3471;3539;-3789;-9417;9641;9489;1262;-8880;6833;9969;6509;-3022
-4209;-3994;-5239;6623;-8725;7292;-7718;778;-8703;-1368;-6221;8219;-8927;-5174;-2654;5627;-4994;6328;-3011;-6431
-7286;641;-6900;-5735;5060;-3543;-7431;-5218;9883;-5037;-4253;4768;-2376;7102;-7616;-7916;-5737;2905;-1441;6384
-7179;6404;-4522;6179;214;-4869;3396;-7443;7945;3119;-3246;1405;-4021;-1365;-2878;4641;6617;4660;9940;5418
5757;4422;-2825;-2671;-3205;-2185;3221;-7500;-9758;-9699;-7604;-7886;6104;684;-4956;4785;-5438;-8634;-6218;4953
-9111;-5063;-3879;-6007;-7446;-3314;-4730;-5347;527;-6749;561;-3978;-9821;8834;-8863;-5211;5835;4072;4706;4381
-4199;-2744;8843;8609;2663;-3715;-2054;-2185;-7067;1089;-5336;-9556;-9120;-9323;2496;356;-6634;-7659;2894;4835
-5428;7983;-5927;-8064;-6395;-8082;6175;-2232;-4640;-3785;2450;-5913;-8805;6447;8667;6928;-5777;3444;-7201;8338
-9453;5894;8269;4668;8956;9397;4081;-6450;549;5911;9703;4361;-2282;-5791;-5347;-794;1758;-8912;-5520;-5528
-7665;3238;8290;-3384;-340;-883;-8469;-9762;6003;-1224;-1612;4057;-7382;4817;-9233;-5101;-5833;-6851;-7155;8012
4920;-7166;-8144;-6704;-7555;-2278;-1142;5771;-5886;6712;6922;5600;-9270;2373;4254;3889;2088;663;4051;2275
9414;-7346;-441;4293;2981;7557;-3353;-122;-240;7298;2011;-8219;6390;6810;2281;-9703;-4931;5597;5219;6393
-5718;7299;-8993;5745;-4395;-2546;1283;-6973;882;-8237;6243;-8798;-250;-4069;9524;1289;9106;4936;-3120;-3033
1990;383;-87;-7629;1695;-9449;8138;-150;-3614;-1033;-8783;1488;-7596;-3133;5503;-4351;-8697;-9214;-537;-1500
-6968;7602;4145;9001;-1827;8531;-4880;-4961;-5805;-8663;-4158;-1440;9785;-632;-2785;-5928;5722;8583;3407;7819
3313;-7298;6638;1515;-6766;-9937;5112;5837;-964;5972;4563;9383;1056;-8040;6967;1699;61;-3748;-5440;-8446
8138;-7272;7947;-5172;-8212;7391;660;6873;7037;9663;3268;544;7393;2996;-4413;-2070;-4566;-2383;3222;4796
3577;4665;-3676;-7037;9153;-3611;1783;-6772;-8197;-6597;1338;-7784;6770;-195;-3665;-4745;-5272;-3086;-3683;-6259
-3971;-590;-5687;-1044;3123;-7267;-1888;7153;4258;-7145;-1001;7259;3366;4754;-9395;-329;6074;3359;7061;8476
4777;-2373;-3811;1919;5338;9085;2491;-319;-4623;4170;2676;-6373;9219;-3742;2272;-9698;-5565;6214;-2321;-891
-9286;-327;4705;3543;476;7113;617;-6;-341;1086;-7892;-8450;2608;9025;4903;-4628;-4521;-4396;2294;-430
-4785;137;-8325;-5451;7690;-5834;66;7456;-2425;9058;7538;-98;-6379;2253;-8039;-6388;-8483;-5119;2987;7146
3859;9634;-1151;1268;6314;-3657;-3277;-8964;2703;-1685;-9892;7794;5182;-8063;9329;-7131;-8512;368;3453;-3407
